province,type_zone,nom_etablissement,type_etablissement,nb_eleves,mois_depuis_derniere_visite,theme,saison,jour,distance_km,budget_mad,risque_logistique,score_engagement
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,314,20,Creation de Jeux Scratch,Hiver,Vendredi,155,2496.66,Eleve,74
Safi,Mixte,Lycée Moulay Ismail,Lycée,661,24,Robotique & Arduino,Printemps,Mardi,59,677.42,Faible,74
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,280,15,Intelligence Artificielle MVP,Hiver,Lundi,295,4651.89,Eleve,82
Rabat,Urbaine,CPGE Descartes Rabat,CPGE,250,23,Creation de Jeux Scratch,Hiver,Mardi,44,474.28,Faible,60
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,555,8,Initiation Python,Hiver,Dimanche,110,1124.72,Faible,85
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,1034,15,Intelligence Artificielle MVP,Printemps,Mercredi,50,542.68,Faible,68
Safi,Mixte,Lycée Moulay Ismail,Lycée,589,8,Robotique & Arduino,Printemps,Lundi,64,713.5,Faible,63
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,859,15,Intelligence Artificielle MVP,Ete,Mercredi,21,177.79,Faible,60
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,1031,18,Initiation Python,Printemps,Jeudi,34,295.23,Faible,74
Zagora,Rurale,Collège Al Massira,Collège,501,17,Robotique & Arduino,Ete,Vendredi,335,3387.95,Moyen,69
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,713,13,Robotique & Arduino,Printemps,Mardi,95,990.54,Faible,74
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,833,9,Creation de Jeux Scratch,Ete,Lundi,22,222.09,Faible,39
Casablanca,Urbaine,Lycée technique Ain Sebaa,Lycée Technique,862,5,Intelligence Artificielle MVP,Hiver,Mercredi,34,324.63,Faible,61
Safi,Mixte,Lycée Zerktouni,Lycée,686,0,Intelligence Artificielle MVP,Printemps,Mercredi,58,561.99,Faible,58
Tata,Rurale,Collège Ibn Batouta,Collège,477,16,Robotique & Arduino,Automne,Samedi,320,3645.76,Faible,84
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,466,12,Initiation Python,Ete,Lundi,280,2537.43,Faible,49
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,878,17,Creation de Jeux Scratch,Hiver,Mardi,17,147.28,Faible,60
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,509,16,Robotique & Arduino,Automne,Jeudi,450,5140.68,Faible,87
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,476,17,Initiation Python,Hiver,Mardi,237,3151.51,Eleve,73
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,973,5,Creation de Jeux Scratch,Ete,Lundi,11,118.16,Faible,24
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,434,20,Initiation Python,Automne,Lundi,360,3273.78,Moyen,65
Zagora,Rurale,Lycée Hassan II,Lycée,427,11,Initiation Python,Ete,Dimanche,245,2466.28,Faible,58
Taroudant,Mixte,Lycée Ibn Soulaiman Roudani,Lycée,542,9,Creation de Jeux Scratch,Hiver,Samedi,80,797.66,Faible,67
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,418,1,Robotique & Arduino,Printemps,Dimanche,413,4347.03,Faible,63
Tinghir,Rurale,Lycée Bamou,Lycée,568,14,Initiation Python,Hiver,Lundi,413,6245.0,Eleve,78
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1052,7,Robotique & Arduino,Ete,Dimanche,13,137.81,Faible,58
Midelt,Rurale,Collège Ibn Khaldoun,Collège,590,24,Intelligence Artificielle MVP,Ete,Dimanche,436,3944.99,Faible,64
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,817,17,Intelligence Artificielle MVP,Hiver,Mardi,27,232.51,Faible,70
Safi,Mixte,Lycée Zerktouni,Lycée,670,22,Creation de Jeux Scratch,Hiver,Mercredi,143,1237.3,Faible,72
Marrakech,Urbaine,Lycée Victor Hugo,Lycée,718,16,Initiation Python,Automne,Dimanche,23,267.58,Faible,65
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,298,20,Creation de Jeux Scratch,Automne,Mercredi,152,1812.52,Moyen,82
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,1004,19,Robotique & Arduino,Hiver,Samedi,34,337.74,Faible,69
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1094,1,Initiation Python,Ete,Lundi,10,109.34,Faible,30
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,334,20,Robotique & Arduino,Printemps,Mardi,388,3120.85,Moyen,75
Taroudant,Mixte,Collège Al Majd,Collège,822,22,Robotique & Arduino,Printemps,Dimanche,137,1177.49,Faible,80
Midelt,Rurale,Collège Ibn Khaldoun,Collège,597,3,Initiation Python,Ete,Samedi,254,2269.8,Moyen,65
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,539,15,Creation de Jeux Scratch,Automne,Jeudi,136,1263.32,Faible,84
Settat,Mixte,Collège Al Wahda,Collège,958,7,Initiation Python,Printemps,Lundi,145,1221.2,Faible,75
Midelt,Rurale,Collège Ibn Khaldoun,Collège,670,14,Intelligence Artificielle MVP,Ete,Samedi,442,4724.99,Moyen,68
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,555,18,Robotique & Arduino,Hiver,Samedi,449,5621.14,Eleve,84
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,494,8,Intelligence Artificielle MVP,Hiver,Lundi,236,3187.13,Eleve,73
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,448,20,Creation de Jeux Scratch,Automne,Mardi,336,3383.45,Faible,83
Midelt,Rurale,Collège Ibn Khaldoun,Collège,572,17,Creation de Jeux Scratch,Printemps,Mercredi,378,3309.16,Moyen,72
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,851,3,Robotique & Arduino,Automne,Mardi,49,522.01,Faible,54
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,460,19,Creation de Jeux Scratch,Automne,Mercredi,357,3002.09,Moyen,69
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,955,12,Initiation Python,Hiver,Mercredi,44,387.03,Faible,68
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,553,24,Robotique & Arduino,Automne,Jeudi,223,1848.7,Faible,88
Settat,Mixte,Lycée Allal Al Fassi,Lycée,807,24,Intelligence Artificielle MVP,Automne,Vendredi,90,936.88,Faible,75
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,682,2,Intelligence Artificielle MVP,Printemps,Jeudi,104,866.92,Faible,48
Safi,Mixte,Lycée Zerktouni,Lycée,748,20,Intelligence Artificielle MVP,Printemps,Vendredi,88,894.88,Faible,80
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,811,19,Intelligence Artificielle MVP,Ete,Samedi,29,281.83,Faible,65
Tata,Rurale,Collège Ibn Batouta,Collège,499,11,Creation de Jeux Scratch,Automne,Jeudi,203,2388.05,Faible,71
Midelt,Rurale,Collège Ibn Khaldoun,Collège,620,18,Creation de Jeux Scratch,Printemps,Jeudi,342,3152.71,Moyen,80
Midelt,Rurale,Collège Ibn Khaldoun,Collège,610,11,Initiation Python,Automne,Mardi,252,3002.84,Moyen,76
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,510,2,Robotique & Arduino,Printemps,Vendredi,304,2862.42,Faible,63
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1099,17,Robotique & Arduino,Hiver,Samedi,28,273.61,Faible,70
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,475,0,Intelligence Artificielle MVP,Hiver,Vendredi,343,4592.6,Eleve,65
Fes,Urbaine,CPGE Al Khansaa,CPGE,209,12,Initiation Python,Hiver,Samedi,12,129.51,Faible,71
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,818,20,Robotique & Arduino,Printemps,Vendredi,16,130.05,Faible,60
Tinghir,Rurale,Lycée Bamou,Lycée,505,14,Initiation Python,Hiver,Jeudi,160,2367.95,Eleve,83
Safi,Mixte,Lycée Zerktouni,Lycée,667,8,Creation de Jeux Scratch,Automne,Dimanche,53,513.83,Faible,73
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,1018,7,Intelligence Artificielle MVP,Automne,Lundi,36,377.67,Faible,59
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,643,20,Robotique & Arduino,Ete,Mardi,147,1443.74,Faible,57
Zagora,Rurale,Lycée Hassan II,Lycée,380,5,Initiation Python,Ete,Mercredi,290,2494.02,Moyen,48
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,349,16,Initiation Python,Automne,Lundi,203,2253.15,Faible,65
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,410,23,Initiation Python,Ete,Vendredi,213,2470.58,Moyen,64
Safi,Mixte,Lycée Moulay Ismail,Lycée,632,24,Intelligence Artificielle MVP,Ete,Jeudi,121,1221.43,Faible,56
Tata,Rurale,Collège Ibn Batouta,Collège,497,15,Creation de Jeux Scratch,Automne,Mercredi,345,3054.87,Faible,70
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,459,19,Creation de Jeux Scratch,Ete,Lundi,365,3082.38,Moyen,57
Tata,Rurale,Collège Ibn Batouta,Collège,491,8,Creation de Jeux Scratch,Ete,Mercredi,251,2922.1,Faible,53
Tinghir,Rurale,Collège Ibn Sina,Collège,679,18,Robotique & Arduino,Ete,Vendredi,163,1694.54,Moyen,71
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,710,8,Robotique & Arduino,Hiver,Mardi,116,978.91,Faible,68
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1098,20,Intelligence Artificielle MVP,Hiver,Samedi,19,175.15,Faible,74
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,422,12,Creation de Jeux Scratch,Printemps,Dimanche,265,2827.65,Faible,73
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,619,24,Creation de Jeux Scratch,Printemps,Mercredi,86,1017.56,Faible,67
Chefchaouen,Rurale,Collège Al Houria,Collège,618,12,Initiation Python,Hiver,Lundi,384,6413.78,Eleve,72
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,622,16,Creation de Jeux Scratch,Ete,Lundi,65,631.25,Faible,58
Fes,Urbaine,Lycée Moulay Idriss,Lycée,993,3,Initiation Python,Ete,Samedi,46,543.38,Faible,51
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,707,6,Creation de Jeux Scratch,Printemps,Jeudi,104,980.9,Faible,76
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,702,10,Creation de Jeux Scratch,Automne,Vendredi,104,847.51,Faible,74
Taroudant,Mixte,Lycée Ibn Soulaiman Roudani,Lycée,557,10,Initiation Python,Hiver,Mercredi,92,1004.25,Faible,74
Safi,Mixte,Lycée Zerktouni,Lycée,730,14,Initiation Python,Ete,Samedi,119,1276.98,Faible,59
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,537,6,Intelligence Artificielle MVP,Printemps,Lundi,238,2303.72,Moyen,68
Taroudant,Mixte,Lycée Ibn Soulaiman Roudani,Lycée,537,4,Robotique & Arduino,Ete,Lundi,122,1281.15,Faible,49
Tata,Rurale,Collège Ibn Batouta,Collège,528,7,Intelligence Artificielle MVP,Printemps,Jeudi,175,1920.98,Moyen,76
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,988,24,Creation de Jeux Scratch,Printemps,Mercredi,45,489.19,Faible,57
Taroudant,Mixte,Collège Al Majd,Collège,833,16,Intelligence Artificielle MVP,Hiver,Mercredi,69,782.19,Faible,78
Tata,Rurale,Lycée Hassan Ier,Lycée,316,4,Creation de Jeux Scratch,Automne,Samedi,242,2519.95,Moyen,80
Midelt,Rurale,Collège Ibn Khaldoun,Collège,632,0,Robotique & Arduino,Ete,Dimanche,395,3718.42,Faible,53
Zagora,Rurale,Lycée Hassan II,Lycée,450,24,Creation de Jeux Scratch,Hiver,Mercredi,177,2713.11,Eleve,69
Midelt,Rurale,Collège Ibn Khaldoun,Collège,594,23,Intelligence Artificielle MVP,Hiver,Mardi,240,4122.03,Eleve,76
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,961,2,Initiation Python,Automne,Lundi,46,398.72,Faible,48
Chefchaouen,Rurale,Collège Al Houria,Collège,626,7,Intelligence Artificielle MVP,Hiver,Dimanche,308,4776.02,Eleve,76
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,694,13,Creation de Jeux Scratch,Ete,Vendredi,95,983.43,Faible,58
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1055,11,Initiation Python,Hiver,Mardi,33,340.69,Faible,69
Chefchaouen,Rurale,Collège Al Houria,Collège,626,8,Creation de Jeux Scratch,Ete,Vendredi,286,3242.67,Faible,54
Marrakech,Urbaine,Lycée Victor Hugo,Lycée,762,18,Initiation Python,Automne,Vendredi,34,382.1,Faible,63
Fes,Urbaine,CPGE Al Khansaa,CPGE,215,24,Initiation Python,Ete,Mercredi,22,246.04,Faible,58
Settat,Mixte,Lycée Allal Al Fassi,Lycée,807,8,Initiation Python,Automne,Mardi,109,1066.4,Faible,68
Safi,Mixte,Lycée Zerktouni,Lycée,739,24,Initiation Python,Ete,Mardi,50,433.39,Faible,65
Zagora,Rurale,Collège Al Massira,Collège,575,4,Initiation Python,Hiver,Samedi,152,2155.71,Eleve,80
Zagora,Rurale,Lycée Hassan II,Lycée,448,22,Intelligence Artificielle MVP,Ete,Mercredi,311,2955.43,Moyen,55
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1003,14,Robotique & Arduino,Automne,Vendredi,15,121.62,Faible,64
Tata,Rurale,Lycée Hassan Ier,Lycée,326,18,Initiation Python,Automne,Mardi,386,4143.89,Faible,78
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,827,6,Robotique & Arduino,Printemps,Mardi,30,342.85,Faible,71
Midelt,Rurale,Collège Ibn Khaldoun,Collège,605,4,Initiation Python,Printemps,Jeudi,171,1982.41,Faible,71
Settat,Mixte,Collège Al Wahda,Collège,957,6,Initiation Python,Ete,Jeudi,65,552.93,Faible,51
Midelt,Rurale,Collège Ibn Khaldoun,Collège,598,16,Robotique & Arduino,Printemps,Mardi,352,3213.93,Moyen,80
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,891,13,Robotique & Arduino,Automne,Mardi,26,220.15,Faible,75
Tanger-Assilah,Urbaine,Lycée Moulay Abdelaziz,Lycée,962,0,Initiation Python,Automne,Vendredi,46,465.16,Faible,43
Rabat,Urbaine,Lycée Lalla Aicha,Lycée,907,3,Creation de Jeux Scratch,Printemps,Vendredi,33,305.61,Faible,47
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,736,23,Robotique & Arduino,Ete,Vendredi,77,760.84,Faible,56
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,732,23,Intelligence Artificielle MVP,Printemps,Samedi,34,371.44,Faible,75
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,605,14,Robotique & Arduino,Automne,Mardi,148,1672.88,Faible,77
Taroudant,Mixte,Collège Al Majd,Collège,812,16,Robotique & Arduino,Printemps,Mercredi,110,1316.78,Faible,79
Midelt,Rurale,Collège Ibn Khaldoun,Collège,586,9,Intelligence Artificielle MVP,Ete,Lundi,406,3449.65,Moyen,47
Chefchaouen,Rurale,Collège Al Houria,Collège,636,16,Intelligence Artificielle MVP,Ete,Mardi,236,2232.15,Moyen,57
Tata,Rurale,Lycée Hassan Ier,Lycée,275,20,Initiation Python,Automne,Vendredi,303,3258.27,Faible,77
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,191,18,Creation de Jeux Scratch,Ete,Vendredi,90,734.87,Faible,57
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1014,21,Creation de Jeux Scratch,Hiver,Jeudi,20,238.16,Faible,55
Midelt,Rurale,Collège Ibn Khaldoun,Collège,616,21,Intelligence Artificielle MVP,Ete,Mardi,415,3470.65,Faible,56
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,400,5,Initiation Python,Hiver,Lundi,317,5463.68,Eleve,60
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,248,14,Intelligence Artificielle MVP,Printemps,Samedi,62,711.46,Faible,83
Tanger-Assilah,Urbaine,Lycée Moulay Abdelaziz,Lycée,909,10,Intelligence Artificielle MVP,Hiver,Mardi,10,81.37,Faible,60
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,756,2,Robotique & Arduino,Ete,Jeudi,23,220.3,Faible,34
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,783,14,Intelligence Artificielle MVP,Automne,Jeudi,98,1107.87,Faible,75
Taroudant,Mixte,Collège Al Majd,Collège,824,11,Robotique & Arduino,Automne,Vendredi,76,883.11,Faible,77
Zagora,Rurale,Lycée Hassan II,Lycée,443,12,Creation de Jeux Scratch,Hiver,Mercredi,407,7116.89,Eleve,78
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,920,21,Creation de Jeux Scratch,Printemps,Mercredi,38,347.4,Faible,52
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1008,5,Initiation Python,Ete,Lundi,45,379.97,Faible,40
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,608,1,Creation de Jeux Scratch,Ete,Dimanche,125,1326.06,Faible,54
Casablanca,Urbaine,Lycée Moulay Abdellah,Lycée,1245,24,Intelligence Artificielle MVP,Automne,Vendredi,47,429.56,Faible,62
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,377,23,Creation de Jeux Scratch,Hiver,Jeudi,318,4319.16,Eleve,72
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,165,12,Initiation Python,Ete,Vendredi,126,1411.85,Faible,61
Tata,Rurale,Lycée Hassan Ier,Lycée,262,17,Robotique & Arduino,Hiver,Dimanche,332,4377.0,Eleve,82
Azilal,Rurale,Collège Demnate,Collège,569,21,Initiation Python,Automne,Dimanche,434,4521.24,Faible,83
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,928,19,Robotique & Arduino,Hiver,Lundi,43,429.02,Faible,58
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,463,1,Initiation Python,Printemps,Samedi,154,1377.11,Faible,70
Tata,Rurale,Lycée Hassan Ier,Lycée,345,19,Initiation Python,Automne,Mardi,175,2021.81,Moyen,72
Zagora,Rurale,Collège Al Massira,Collège,486,6,Initiation Python,Ete,Mardi,450,3683.26,Moyen,64
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,920,20,Intelligence Artificielle MVP,Automne,Samedi,23,231.82,Faible,72
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,578,0,Intelligence Artificielle MVP,Printemps,Jeudi,112,1317.75,Faible,63
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,354,19,Creation de Jeux Scratch,Automne,Vendredi,215,2518.38,Moyen,71
Rabat,Urbaine,CPGE Descartes Rabat,CPGE,270,1,Robotique & Arduino,Automne,Dimanche,49,401.2,Faible,50
Rabat,Urbaine,Lycée Lalla Aicha,Lycée,910,22,Initiation Python,Hiver,Mercredi,21,220.48,Faible,68
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1120,0,Intelligence Artificielle MVP,Automne,Jeudi,33,300.28,Faible,57
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,784,17,Intelligence Artificielle MVP,Ete,Samedi,96,1146.69,Faible,58
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,767,18,Creation de Jeux Scratch,Ete,Mercredi,65,726.53,Faible,62
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,558,14,Intelligence Artificielle MVP,Hiver,Lundi,411,6735.25,Eleve,74
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,901,5,Intelligence Artificielle MVP,Ete,Samedi,44,448.06,Faible,43
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1090,21,Initiation Python,Printemps,Mardi,36,341.02,Faible,75
Taroudant,Mixte,Collège Al Majd,Collège,774,16,Initiation Python,Automne,Samedi,56,564.39,Faible,71
Midelt,Rurale,Collège Ibn Khaldoun,Collège,585,15,Robotique & Arduino,Printemps,Jeudi,191,1986.55,Moyen,87
Safi,Mixte,Lycée Moulay Ismail,Lycée,594,13,Creation de Jeux Scratch,Automne,Samedi,114,1176.23,Faible,75
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,934,9,Robotique & Arduino,Hiver,Dimanche,47,395.45,Faible,66
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,827,24,Initiation Python,Hiver,Dimanche,35,381.5,Faible,65
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,343,18,Robotique & Arduino,Printemps,Mercredi,347,3173.36,Moyen,77
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,1055,11,Creation de Jeux Scratch,Automne,Vendredi,32,313.99,Faible,48
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,291,20,Robotique & Arduino,Ete,Jeudi,375,4089.28,Moyen,66
Chefchaouen,Rurale,Collège Al Houria,Collège,603,10,Initiation Python,Ete,Vendredi,251,2557.31,Moyen,58
Settat,Mixte,Collège Al Wahda,Collège,877,2,Creation de Jeux Scratch,Ete,Jeudi,133,1571.69,Faible,49
Tinghir,Rurale,Lycée Bamou,Lycée,536,22,Creation de Jeux Scratch,Ete,Mardi,449,4463.51,Faible,63
Safi,Mixte,Lycée Zerktouni,Lycée,723,4,Initiation Python,Printemps,Dimanche,148,1658.4,Faible,73
Zagora,Rurale,Lycée Hassan II,Lycée,408,18,Robotique & Arduino,Automne,Vendredi,251,2097.77,Faible,86
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,514,0,Creation de Jeux Scratch,Automne,Jeudi,138,1512.56,Faible,58
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,935,7,Intelligence Artificielle MVP,Automne,Mercredi,17,145.04,Faible,56
Tata,Rurale,Collège Ibn Batouta,Collège,485,22,Robotique & Arduino,Automne,Dimanche,310,3540.73,Moyen,82
Taroudant,Mixte,Collège Al Majd,Collège,777,22,Intelligence Artificielle MVP,Hiver,Lundi,58,490.47,Faible,71
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,730,23,Initiation Python,Automne,Mercredi,22,176.8,Faible,62
Tata,Rurale,Collège Ibn Batouta,Collège,495,9,Intelligence Artificielle MVP,Printemps,Mercredi,358,4108.72,Faible,65
Settat,Mixte,Collège Al Wahda,Collège,865,6,Robotique & Arduino,Printemps,Samedi,83,676.65,Faible,75
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,523,16,Initiation Python,Printemps,Mardi,341,3122.8,Moyen,73
Azilal,Rurale,Collège Demnate,Collège,574,9,Intelligence Artificielle MVP,Automne,Dimanche,298,3523.78,Faible,73
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,558,3,Initiation Python,Ete,Mardi,185,1497.62,Faible,59
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,180,22,Initiation Python,Printemps,Dimanche,83,773.69,Faible,89
Safi,Mixte,Lycée Zerktouni,Lycée,707,17,Robotique & Arduino,Hiver,Lundi,124,1325.45,Faible,75
Zagora,Rurale,Lycée Hassan II,Lycée,407,12,Robotique & Arduino,Printemps,Dimanche,335,2713.21,Moyen,93
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,653,3,Initiation Python,Printemps,Samedi,104,1142.12,Faible,64
Azilal,Rurale,Collège Demnate,Collège,555,10,Creation de Jeux Scratch,Automne,Samedi,204,1751.22,Moyen,83
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,365,10,Initiation Python,Automne,Jeudi,339,3377.98,Faible,70
Tinghir,Rurale,Collège Ibn Sina,Collège,653,11,Creation de Jeux Scratch,Ete,Mercredi,153,1688.09,Faible,59
Taroudant,Mixte,Collège Al Majd,Collège,826,3,Intelligence Artificielle MVP,Printemps,Mercredi,149,1371.33,Faible,68
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,858,7,Creation de Jeux Scratch,Automne,Lundi,20,233.84,Faible,58
Azilal,Rurale,Collège Demnate,Collège,583,18,Creation de Jeux Scratch,Hiver,Lundi,343,6131.77,Eleve,75
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,401,3,Intelligence Artificielle MVP,Automne,Mercredi,287,2526.27,Moyen,67
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,785,11,Robotique & Arduino,Ete,Vendredi,31,306.81,Faible,47
Tata,Rurale,Collège Ibn Batouta,Collège,509,17,Intelligence Artificielle MVP,Printemps,Vendredi,375,4343.19,Moyen,79
Settat,Mixte,Lycée Allal Al Fassi,Lycée,870,15,Robotique & Arduino,Automne,Samedi,103,975.76,Faible,91
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,490,13,Creation de Jeux Scratch,Ete,Jeudi,152,1340.09,Moyen,60
Taroudant,Mixte,Collège Al Majd,Collège,796,16,Initiation Python,Hiver,Vendredi,90,751.73,Faible,73
Chefchaouen,Rurale,Collège Al Houria,Collège,587,9,Initiation Python,Printemps,Vendredi,393,4159.06,Moyen,69
Azilal,Rurale,Collège Demnate,Collège,606,0,Initiation Python,Hiver,Mardi,446,6604.9,Eleve,56
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,996,14,Robotique & Arduino,Hiver,Mercredi,23,230.81,Faible,63
Safi,Mixte,Lycée Zerktouni,Lycée,697,8,Creation de Jeux Scratch,Ete,Lundi,133,1552.37,Faible,53
Tinghir,Rurale,Lycée Bamou,Lycée,516,13,Intelligence Artificielle MVP,Ete,Samedi,377,3744.54,Moyen,72
Safi,Mixte,Lycée Zerktouni,Lycée,673,4,Creation de Jeux Scratch,Ete,Samedi,141,1270.74,Faible,53
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,639,13,Creation de Jeux Scratch,Hiver,Jeudi,69,619.59,Faible,81
Tata,Rurale,Lycée Hassan Ier,Lycée,314,7,Creation de Jeux Scratch,Printemps,Vendredi,404,4115.56,Moyen,65
Taroudant,Mixte,Lycée Ibn Soulaiman Roudani,Lycée,590,10,Creation de Jeux Scratch,Printemps,Lundi,135,1385.88,Faible,58
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,461,12,Creation de Jeux Scratch,Ete,Mercredi,384,4335.79,Moyen,68
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,736,9,Intelligence Artificielle MVP,Automne,Jeudi,147,1587.53,Faible,67
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,804,4,Robotique & Arduino,Automne,Mercredi,105,1017.76,Faible,66
Midelt,Rurale,Collège Ibn Khaldoun,Collège,604,5,Initiation Python,Printemps,Samedi,434,4075.21,Moyen,82
Tata,Rurale,Lycée Hassan Ier,Lycée,290,13,Robotique & Arduino,Printemps,Mardi,199,2375.67,Moyen,85
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,769,13,Initiation Python,Ete,Lundi,50,567.31,Faible,56
